"","cohort1 C1D01 log2fc","cohort1 C1D08 log2fc","cohort1 C1D15 log2fc","cohort1 C1D22 log2fc","cohort1 C2D01 log2fc","cohort1 C2D08 log2fc","cohort1 C2D15 log2fc","cohort1 C3D01 log2fc","cohort1 C4D01 log2fc","cohort1 FUW04 log2fc","cohort1 FUW12 log2fc","cohort1 C1D01 p.value","cohort1 C1D08 p.value","cohort1 C1D15 p.value","cohort1 C1D22 p.value","cohort1 C2D01 p.value","cohort1 C2D08 p.value","cohort1 C2D15 p.value","cohort1 C3D01 p.value","cohort1 C4D01 p.value","cohort1 FUW04 p.value","cohort1 FUW12 p.value","cohort1 C1D01 BH.FDR","cohort1 C1D08 BH.FDR","cohort1 C1D15 BH.FDR","cohort1 C1D22 BH.FDR","cohort1 C2D01 BH.FDR","cohort1 C2D08 BH.FDR","cohort1 C2D15 BH.FDR","cohort1 C3D01 BH.FDR","cohort1 C4D01 BH.FDR","cohort1 FUW04 BH.FDR","cohort1 FUW12 BH.FDR","cohort2 C1D08 log2fc","cohort2 C1D15 log2fc","cohort2 C1D22 log2fc","cohort2 C2D01 log2fc","cohort2 C2D08 log2fc","cohort2 C2D15 log2fc","cohort2 C3D01 log2fc","cohort2 C4D01 log2fc","cohort2 FUW04 log2fc","cohort2 FUW12 log2fc","cohort2 C1D08 p.value","cohort2 C1D15 p.value","cohort2 C1D22 p.value","cohort2 C2D01 p.value","cohort2 C2D08 p.value","cohort2 C2D15 p.value","cohort2 C3D01 p.value","cohort2 C4D01 p.value","cohort2 FUW04 p.value","cohort2 FUW12 p.value","cohort2 C1D08 BH.FDR","cohort2 C1D15 BH.FDR","cohort2 C1D22 BH.FDR","cohort2 C2D01 BH.FDR","cohort2 C2D08 BH.FDR","cohort2 C2D15 BH.FDR","cohort2 C3D01 BH.FDR","cohort2 C4D01 BH.FDR","cohort2 FUW04 BH.FDR","cohort2 FUW12 BH.FDR"
"UBC",0.407148129782242,0.475740504366112,0.353215538064851,0.077245498965535,0.278778189269652,0.488904486589646,0.336638178945522,-0.0865577730467516,0.0830053862494547,0.253945969966237,0.365600719375662,0.0211381505931781,0.000823432327923743,0.120038041033176,0.668643060543228,0.171887156389358,0.0270898689558899,0.216409377854877,0.64272783406664,0.579140254691193,0.162688322215736,0.0256109416861074,0.0496439553350159,0.00310381499916523,0.20840960498398,0.895101463187001,0.274825227447391,0.0519758163696057,0.382774087080814,0.961712447162925,0.899988970386971,0.593928610114294,0.26436886201747,-0.0633984651707454,0.112916764738499,0.0601895885984468,0.036533602645113,-0.0175357303675548,-0.0312991739342131,-0.0935925844887204,0.0994290906437826,0.262022675959679,0.390364524717054,0.698293367045992,0.467055424972977,0.656942946668067,0.801703900023263,0.902108751169147,0.835392207258276,0.509248530031722,0.545909983803421,0.183301207349539,0.0136251000001421,0.938798208427628,0.796245091972003,0.934245497020417,0.985597039484581,0.980338618042941,0.978313756046288,0.976462085782201,0.999422392379728,0.857159173798042,0.401058195700758
"IL6R",0.529373586794447,0.641262105549174,0.484135066440871,0.136824323477357,0.309849577610601,0.60675465180759,0.474538092585671,-0.172037016954531,-0.255671033961804,-0.350273682276697,-0.31034345747804,0.000232412398361271,0.00275092004518139,0.234801742413255,0.484416027142207,0.0748895049470829,0.00206102229973197,0.0274684683949313,0.360165649091086,0.177535668721904,0.092416770544986,0.168983605449312,0.001866794577684,0.00741438450272698,0.346087984911203,0.753240305940905,0.148727929122979,0.00762443543560979,0.102654522450431,0.959451781224681,0.746183109023892,0.548917828042525,0.546591743697605,-0.57175800184195,0.266999308027243,0.22625640672155,0.108832954769779,0.00759354232933074,0.227961995930523,0.265459519506934,0.117366984407464,-0.359855883754054,-0.136233668591913,0.141057321312911,0.286359544018729,0.275665218013282,0.65988939448295,0.979991478181303,0.293337939818521,0.332342738425967,0.676363364697347,0.239443048035724,0.599109030226579,0.829332058865982,0.681006310565548,0.835609065321038,0.985597039484581,0.995321216373518,0.814531529057883,0.976462085782201,0.999422392379728,0.86556571027551,0.837932783380164
"MAVS",0.0999864461228689,0.0212681528647827,0.333893603804025,-0.0515274335539548,0.0717830438844626,-0.149744934257655,-0.228742559528859,-0.0761608252900358,0.058835416953645,0.12172307651887,0.374165671680051,0.724817645601527,0.914566420686323,0.187349906595104,0.826687556421072,0.725945672532059,0.656971034880282,0.573807416240796,0.768447023405564,0.789559881086722,0.717785181955381,0.201796149601529,0.786888518207656,0.925251188276813,0.298704358120644,0.949097681408371,0.797835438161447,0.717848659734054,0.738124994527934,0.986546483441693,0.97024528758119,0.889425593192359,0.559885395463066,0.0193389629008511,0.161701281480093,-0.158184732484406,0.000437367745804233,-0.057970708272019,-0.288473198036344,-0.403078488238017,0.0821331591860192,-0.1228360148527,0.359899072633815,0.948041652909909,0.425212703321245,0.352038041681375,0.998219143844665,0.831249034690604,0.324504738000388,0.0474763315999636,0.770595454886575,0.641658352678184,0.129271318401209,0.997011108060841,0.778306028746042,0.850641391643154,0.999680548800697,0.980338618042941,0.831084532616379,0.97228035876662,0.999422392379728,0.951009965507351,0.567553218149038
"LIF",-0.227567385967228,-0.551454310313416,0.270136530735016,-0.179464455698543,0.00590811050639111,-0.537272970056556,-0.62330188316525,0.0579114122230699,-0.336830779635274,-0.0400493215279192,-0.192227132431528,0.4113348924068,0.0988795958320737,0.26302633363056,0.633250577933367,0.984765266809598,0.253026974674303,0.138920011223367,0.835636831943172,0.321983176798995,0.904259357801304,0.707277887094418,0.513941609497238,0.138529334754836,0.372182262087242,0.871730765600192,0.986115913615332,0.325484699240126,0.285922641281548,0.994567917304908,0.815837135949481,0.962000353032971,0.889131060066242,-0.138816224355,0.10779115847453,-0.117401680541672,0.301163066374005,0.345605822834962,0.647572128655693,0.549201399488028,0.255659125556211,0.386733394433334,-0.0747703157723996,0.733697688866305,0.789461992816633,0.649025651256494,0.33789982964658,0.450653390307958,0.0323173832185415,0.0896618493649571,0.481112852730654,0.239965176415415,0.898082800825978,0.938825725477138,0.946685355792827,0.927647774270646,0.985597039484581,0.964187665358425,0.663003192584927,0.97228035876662,0.999422392379728,0.86556571027551,0.967070544488417
"BST1",1.09067253615411,0.750056917846005,0.767104382390529,0.236630401556969,-0.0905380076499894,0.5688378358421,0.459825526795875,-0.28616225285075,0.0067828613812224,0.121130685196969,0.659829283979742,0.00164089674436323,0.00330302611057814,0.00901965530757356,0.501910762516417,0.82631856645578,0.131415227324739,0.198884967267469,0.490168085130904,0.982532338880838,0.74647489989116,0.0828345112931042,0.00705767469561006,0.00845933383976121,0.0335863480532015,0.76986854087884,0.871844864487964,0.190720560681544,0.366673913594096,0.961712447162925,0.989656795300114,0.892414360896507,0.428468552193823,-0.409235286100687,0.0463810075751493,0.126653890389999,-0.057578384715173,-0.222868357642145,0.145132806562536,-0.162882542666369,0.385825621478486,0.393388060418851,0.624437366012827,0.334261710833041,0.899345436711087,0.592949633256978,0.821911312079014,0.415825030110018,0.562164740350457,0.507215835661304,0.218213038075283,0.189242301075634,0.0116940208549269,0.851663772031153,0.969696649124639,0.923090332345339,0.985597039484581,0.964187665358425,0.895764777862619,0.976462085782201,0.999422392379728,0.857159173798042,0.367711989104922
"PRKCE",0.382369533468471,0.108682352871521,-0.302458460546354,0.278719575394843,-0.166236588041186,-0.186392891344938,0.0157434626111592,0.180479432981952,0.259525707626622,0.636306898703736,0.51274122972855,0.116602527552831,0.714001522965824,0.261405662154445,0.359219205739259,0.612660099429047,0.484823714546697,0.969825989225042,0.610820685712084,0.248035695971753,0.0323299461513534,0.087304389996606,0.186960426614454,0.752560264429528,0.370816052078736,0.677726901494735,0.706243617671774,0.557744354539493,0.984539756973028,0.961712447162925,0.78445723884069,0.480031639439955,0.429505534913882,-0.257086998941508,-0.309853939355263,0.137343286229914,0.0772891272741942,0.0234338708519536,-0.00860028908957376,0.0660546544763947,0.036421417865587,0.0631768100439497,0.0555073447949491,0.262268016093801,0.285604153634475,0.593839423199126,0.677328814752277,0.891919948503185,0.969951353718028,0.760517257089741,0.882833828055965,0.609318129346901,0.84317063354665,0.829332058865982,0.681006310565548,0.923090332345339,0.985597039484581,0.980338618042941,0.991595076299428,0.991826653255284,0.999422392379728,0.950811994342761,0.948809110362996
"MICB",-0.170782285070245,-0.15622378247403,-0.0189500934650668,0.190168534257712,-0.183211813249739,-0.415761148535567,-0.11683834247641,0.0688703671502379,0.111112790995664,-0.0108089423777204,0.0256610162577419,0.308820492329457,0.362189052758454,0.912913626605745,0.211547421268938,0.322716195604677,0.0797724675999889,0.590415287941603,0.71892563731795,0.38786557326708,0.95104320829921,0.859894700408207,0.403728449863315,0.429767303692421,0.932722570454172,0.541489065004503,0.436979346201548,0.126120716931826,0.751364530400902,0.971150144921145,0.828422318751574,0.980492633692811,0.950586719591885,-0.0939270413769328,0.0422010160073951,-0.0707318121540824,-0.020562007952306,-0.150872883651472,-0.0639172441470359,0.0344260248868598,-0.00193800598829443,0.0969990703944249,-0.00305544268045107,0.412101083554729,0.804555290049278,0.444995507582923,0.908602773369296,0.312220456328217,0.686466730933522,0.842209606088712,0.987312348799204,0.403917963070357,0.983772061796294,0.851663772031153,0.946732420307467,0.855815409175294,0.997247550709708,0.936318007262182,0.954285039426762,0.999874676446854,0.999422392379728,0.925504671078065,0.987260615206919
"IL22RA1",0.363377946682713,0.0959077794124181,0.403870623470643,0.232368407085276,0.380826326266024,0.0793149472497777,0.224965481575835,0.766190875543683,0.156808237935044,1.1065144361834,0.038370006370523,0.246100881854172,0.807600289483523,0.148548135609076,0.614528236399046,0.464826039568854,0.895005890913997,0.650476405433787,0.153155809690005,0.795847861044247,0.0248063842098712,0.957519675242529,0.340214047362312,0.835652219099953,0.246857270594887,0.867388982049526,0.574435673353649,0.916045812400221,0.796903994535765,0.936246853326614,0.97024528758119,0.480031639439955,0.987169646971351,-0.382637980765004,0.200531929644899,0.241732737404599,0.316690730400639,0.0999867970982002,-0.33576671352098,-0.380548426351659,0.321056568303305,-0.0120701676126841,-0.120783884928365,0.391407530549033,0.700754693107934,0.505732543060743,0.487764785471639,0.801190480520042,0.467464572485901,0.303087195200282,0.220561731793283,0.975587490710019,0.799665559940504,0.851663772031153,0.913442897947622,0.911314097148846,0.985597039484581,0.980338618042941,0.851292660358782,0.976462085782201,0.999422392379728,0.98540620174418,0.939026362917687
"KLRB1",-0.885145188102966,-1.21505317201083,-0.720178584545439,-0.231048829982181,-0.754375126009325,-1.12338309169324,-0.429297054593109,0.0516077121204777,-0.0484619206197443,0.0122042559519911,-0.00993015507823644,2.64299564773065e-06,1.08025598168221e-05,0.00162860391456516,0.167566917399868,0.000138011309939589,0.00029848613170431,0.0214572102565695,0.602403902221011,0.664657799345194,0.891483445491572,0.948808971152944,0.00022894586900302,0.000160901285692666,0.0128026363283872,0.497821240024632,0.00398721838791171,0.00216593782749538,0.089961340779395,0.961712447162925,0.954185354937706,0.955509696571534,0.983563878521184,-0.0454989859856742,-0.0687096087215946,-0.194524472087297,-0.105937286619634,-0.0650442727079839,-0.139626575938213,-0.232493728831207,-0.154425516841837,-0.0559803102121532,-0.197000731432583,0.675459620045305,0.546032540638811,0.0566057190824551,0.240961746701172,0.532122662723544,0.110009456061223,0.0379275045868348,0.127334519383239,0.757167457692625,0.193894477671801,0.922832292103859,0.837545848242729,0.827091246397003,0.985597039484581,0.964187665358425,0.728961031233773,0.97228035876662,0.999422392379728,0.951009965507351,0.648584024125592
"NFATC2",-0.775154713554843,-1.15470384332222,-0.852255390948018,-0.288580558857921,-0.601388902321865,-0.963875509005717,-0.445421067872846,0.0873904990424163,-0.0800935105264195,-0.167109991173983,-0.489332476987132,0.0016453445103602,4.52296324703388e-06,0.00337555329841899,0.158412723397866,0.00523895060086813,3.89736220570964e-05,0.00818302590412809,0.545102728213332,0.599612088549093,0.12326547506306,0.074491632767721,0.00705767469561006,9.48147110304138e-05,0.0189164669990609,0.493434037900418,0.026670325970956,0.000612751946786572,0.050896622656445,0.961712447162925,0.914772081182714,0.56138943621495,0.413355530848334,0.127362135306332,-0.206076521665138,-0.25298002163511,-0.0612755160975731,-0.0175108085528983,-0.11342937304446,-0.204994114836086,-0.287082922418722,-0.285694272983419,-0.50554902205578,0.551687802117752,0.284383639316851,0.226320268449309,0.682982732102023,0.913555103247718,0.429927383478142,0.130865569364619,0.0481951016574234,0.076155805551743,0.00942507178827951,0.873165785723496,0.681006310565548,0.835609065321038,0.985597039484581,0.980338618042941,0.840484054648286,0.97228035876662,0.999422392379728,0.855921200397625,0.367711989104922
"CD200",-0.289346234523722,-0.515729444268463,-0.381077734753981,0.00606280125011273,-0.512168244223547,-0.753686005442075,0.171747333046415,0.0670009937451764,0.269822327786898,0.0815595588480163,-0.198698543802122,0.133939059702459,0.0265134754184924,0.0223707522196663,0.971151915763538,0.0288167473121399,0.00217715998637134,0.179984839772041,0.683547950413447,0.0624838634053821,0.64287425290222,0.387591124681366,0.209110619221889,0.0456128482883486,0.061168336987107,0.990399971751644,0.0718514492452476,0.00770170345178862,0.340707087996573,0.967654871237647,0.661874343575451,0.867861112464012,0.733700924982117,-0.161507538335242,0.246019354792413,0.0279978210949388,0.119646076016174,0.0966403772806243,0.0765195912636965,-0.103240591230503,0.0304546537197394,-0.150766166932145,0.32164419795335,0.726790893501934,0.0988549629471956,0.8468251522833,0.487907672245096,0.440900647921498,0.71742813505722,0.442325174701823,0.903765637939217,0.585761926346438,0.258693572466522,0.938825725477138,0.50407125250552,0.971701421914559,0.985597039484581,0.964187665358425,0.954285039426762,0.976462085782201,0.999422392379728,0.942558784489295,0.67948883147676
"LAMP2",0.522176387319163,0.592124935686758,0.417174873844405,0.202536860706362,0.386465557953001,0.708936129409793,0.387716625988169,0.114914382604235,-0.184524943248719,-0.076032310637456,-0.0371218014795196,1.61876254597444e-05,2.09878000244156e-05,0.0162816302142021,0.259698160144744,0.0191726442046056,1.76213868551975e-05,0.0396570449538737,0.436820625812205,0.251765816189637,0.64143434237586,0.852427781708095,0.000350863017798899,0.000230614636980947,0.048056002996332,0.597516905048476,0.0552411878327999,0.000383604036924685,0.1282622139651,0.959451781224681,0.787289789852677,0.867861112464012,0.947886295573245,-0.297315951546578,0.0514376781426087,0.225503880348376,0.0582920503175614,0.00218067625787458,0.287544391576499,0.232499797415742,0.293772672288432,0.185203500602253,0.241538330965453,0.149383232063445,0.743187954020518,0.0951836693068917,0.736462028391795,0.990045662223129,0.0413768066512452,0.140678962431693,0.109199475742733,0.253487392264271,0.252522182798249,0.829332058865982,0.926529475717209,0.827091246397003,0.985597039484581,0.995321216373518,0.663003192584927,0.97228035876662,0.999422392379728,0.86556571027551,0.677381779449332
"CD55",-0.14757961039459,-0.691019662424302,-0.051405601335064,-0.150401214069271,-0.00909034087946615,-0.573661251747315,-0.221233344909549,-0.583042402017629,-0.0594686717323117,0.00687025462100482,-0.342359467681996,0.537184762736522,0.063951814401711,0.876310620202819,0.640706711112509,0.97344226912402,0.172032648850754,0.663930657130701,0.041396186239998,0.87712911826195,0.979126876288211,0.194789697731326,0.624325617472015,0.0962761465364878,0.906749197504196,0.871730765600192,0.980370683850881,0.239239506755594,0.807615461534781,0.936246853326614,0.974713338805031,0.991133326868428,0.557357088474493,-0.112137570285509,0.054925176010326,-0.177191176560983,0.292637556401934,0.33052111423151,0.109731175010024,0.0492080906820862,0.18342724373603,0.439561592181112,0.667951703591164,0.724112173271479,0.856453270998472,0.542568010205426,0.370521543892128,0.387971114263428,0.70241982459316,0.865078007834657,0.526466635362934,0.169978174016197,0.131293016020674,0.938825725477138,0.960294621558572,0.923090332345339,0.985597039484581,0.948722476362504,0.954285039426762,0.999874676446854,0.999422392379728,0.855921200397625,0.568195555185124
"ITGAM",0.840976823450487,0.550740295598022,0.325541443131319,0.337210251148472,0.359728055169421,0.397203802498356,0.244852893612288,-0.0872774575946771,-0.0116936636727891,0.168415832553743,0.229726445191322,0.000737221345399208,0.00258311713997239,0.0760746977601446,0.201731334338825,0.214984882551563,0.0422745019521224,0.244125752724146,0.737222769242837,0.950476714861724,0.427659778963196,0.292247679392618,0.00401218539899954,0.0071319234206067,0.149642562632294,0.538178890223402,0.321059217741911,0.0759598987457184,0.42646659272181,0.978839984395796,0.988606697470011,0.828834241931346,0.66772720735722,-0.618904688441749,-0.099976896632998,0.00750492982914438,-0.00488438650182673,-0.243271816659456,-0.000187726617791529,-0.191731938874548,0.176148593674437,0.240867241248255,0.430005202768561,0.103920920884196,0.687037276369611,0.953177861484145,0.975362107767554,0.256270878492374,0.999239877880048,0.309088189177902,0.329391774792121,0.154720751417511,0.0223264396934364,0.829332058865982,0.907722617796247,0.976668746343485,0.997247550709708,0.933345290290352,0.999239877880048,0.976462085782201,0.999422392379728,0.855921200397625,0.401058195700758
"TNFRSF17",-0.926873674190855,-0.507769877029671,-0.51756503231879,-0.884917426487462,-0.315259829884395,-0.619109665081651,-0.0835031219054575,-0.595105908776963,-0.66202116667053,-0.63806498134161,-0.857599201010808,0.00994382132378916,0.235854417696963,0.220069035725262,0.0674571215642829,0.341789418833978,0.17027987480662,0.84369270823187,0.125789717014187,0.0384545501949934,0.0362567844163527,0.16450426124267,0.0274546481427545,0.29339252838787,0.333045652995984,0.454292643224558,0.456256629858565,0.237971380593943,0.904940402471601,0.936246853326614,0.644369707505754,0.480031639439955,0.544499484581001,0.414265983167654,0.1583998455895,-0.0696333823385794,0.00306097281632164,0.518082593753767,0.224323881767993,0.0172286208598118,0.284231615046974,0.847883850854506,-0.145595862507432,0.349417308699804,0.742984320748016,0.861726004311262,0.994305908581573,0.16248931870928,0.446382090625948,0.969153308590225,0.514303529170406,0.164818542370234,0.788553634797296,0.851663772031153,0.926529475717209,0.972324260805229,0.999604163867087,0.872198138865918,0.842005457986079,0.999874676446854,0.999422392379728,0.855921200397625,0.938116273227929
"TREM1",0.482904845625889,0.352936200495831,0.944678081162973,0.401633476611191,0.709595674503714,0.386961412374053,0.893185082895179,0.0617074800031056,-0.0337057358695162,-0.0610294503348771,0.0361740306914149,0.02378250454027,0.0181225223090105,0.000649641837284206,0.083695156128093,0.0040961434972711,0.0111939791610345,0.00104313262448055,0.830707122553243,0.84677292562541,0.797663282706376,0.879375631631538,0.0542778127814227,0.0331952997634302,0.00684446275389099,0.482883270041671,0.0227537487945681,0.0263991341881064,0.0182911849573234,0.994567917304908,0.97024528758119,0.912315510268512,0.962107136394349,-0.691631607767247,0.375354555300931,0.217236104363069,0.233792063940251,0.0970674906093765,0.206305143683184,0.134826458804466,-0.00210517604050642,0.274222534896705,0.235878347184096,0.22706577400053,0.0714089009294973,0.276980432697351,0.331131845284615,0.649235859924451,0.120988870106201,0.595598736322569,0.992705057959872,0.154910733324808,0.424511588917171,0.829332058865982,0.469970208442971,0.835609065321038,0.985597039484581,0.969910531343762,0.731227671896052,0.976462085782201,0.999422392379728,0.855921200397625,0.76764715439974
"MUC1",0.0792950356336191,0.474655955648352,0.400117448193006,0.190484277636479,0.0236804056435829,0.336686869847897,0.636548210222116,-0.370183048146086,-0.0465010582088654,-0.0690910504180446,0.0263927033804303,0.79352741533454,0.111015775465787,0.248960808906782,0.637097481242733,0.93915334599301,0.270704901483245,0.113635819478795,0.310720270380554,0.867650662401691,0.800663076447562,0.942287643867666,0.831734290887685,0.154007178709891,0.362649333039948,0.871730765600192,0.959496017747372,0.343303108167525,0.25710368230614,0.959451781224681,0.97455468302151,0.912315510268512,0.983438978737749,0.0916444941074639,0.0747881833017854,-0.0403399809608253,0.194974950127226,-0.355446376297164,0.410262024532665,0.288536304012385,-0.158876622642171,0.238758074485789,0.169141285326564,0.657793899440304,0.794600399456979,0.914953235419459,0.35635302442903,0.30707834016782,0.0543446814081474,0.142831985075369,0.667025211863799,0.325793950442241,0.699928161366639,0.916002588965208,0.946732420307467,0.976668746343485,0.985597039484581,0.936318007262182,0.667831052431898,0.97228035876662,0.999422392379728,0.91223034798254,0.887846898204217
"CLEC7A",0.97332930896764,1.01749321509191,0.649023624774349,0.42622671136001,0.699369838243488,0.903137263078667,0.574564895432018,-0.303971094746928,-0.428132770620206,-0.358219545696675,-0.377315741084227,3.37404808162435e-05,1.1096509968681e-05,0.00933673275569155,0.0360064516888058,0.0128857288597438,0.000292117849439625,0.102442625531272,0.0547943908314676,0.0285838821379684,0.125069244880591,0.0918200878526144,0.000515518044633022,0.000161041657494191,0.0343155242839053,0.392004490462007,0.0440810658072665,0.00214725588029646,0.23666337163551,0.936246853326614,0.644369707505754,0.56138943621495,0.429505534913882,-0.674488847915742,0.0434083898534987,0.334444196810703,0.046512749235825,-0.196556110855636,0.315533344635831,0.10124161657271,0.244252323070943,-0.255568830705102,-0.0449126942514531,0.150443329942881,0.828812138108923,0.021438462069885,0.7460628831413,0.390760042833227,0.0371872413860695,0.447241261189365,0.0983175169511769,0.267706038370483,0.614658504542927,0.829332058865982,0.958119260800199,0.827091246397003,0.985597039484581,0.948722476362504,0.663003192584927,0.976462085782201,0.999422392379728,0.86556571027551,0.844409498959458
"FUT5",-0.427667850989895,-0.327274232424997,-0.355534263134607,-0.0416706066924964,-0.53450476819269,-0.781058333190638,-0.114024672959146,0.0900403030186701,-0.0118382644708874,-0.101937514106442,-0.167135954208941,0.192703908474399,0.229435969001572,0.210732181855467,0.867337252847654,0.0607178294187262,0.014008304639631,0.353569307261484,0.762164949191935,0.95367359861948,0.643416087102189,0.609512502858005,0.278952460860639,0.289222179186837,0.324998405804345,0.961689034745299,0.126812883583022,0.0318575539477917,0.537928703968875,0.986546483441693,0.988606697470011,0.867861112464012,0.845959482253223,0.0292016754469806,-0.14435388788524,0.0184689304200889,0.0556556753886487,0.0878173327361699,0.228364973516063,0.093474952737608,-0.0137527737228495,-0.183195004713772,-0.148711575055184,0.892472576137995,0.320566677186256,0.92270459383002,0.707822601925454,0.638522295087072,0.218676475543087,0.566159624040898,0.923649320180502,0.289555683889892,0.457266842033898,0.995863139971032,0.705120054508029,0.976668746343485,0.985597039484581,0.969910531343762,0.773568032233672,0.976462085782201,0.999422392379728,0.89069846240043,0.776436147375604
"SLC11A1",0.641755005687304,0.343917572366045,0.799154502692157,0.490489408515245,0.677259972276879,0.48496513578166,0.750122955353798,-0.048467762240197,-0.342103433006279,-0.392558485185542,-0.370076762599951,0.00216114609613569,0.0308990679556901,0.00134535675499419,0.0542088189002716,0.00273639774997973,0.0227066466990042,0.0269837461416341,0.82849372548361,0.0434432533342256,0.150908053152678,0.0491304275128778,0.00873720493151999,0.0520502156634542,0.0117029125699383,0.426141548577135,0.0188805785651868,0.0453238447019984,0.102654522450431,0.994567917304908,0.647075825978203,0.591257783483841,0.335033999666131,-0.582038982240558,0.210208544115926,0.292622324746705,0.191312565770782,-0.114189969350132,0.286407297157648,0.0835426238784113,0.00577600847795932,-0.112448435006941,-0.165745730057583,0.272175957760149,0.458800912440472,0.224820615314518,0.484174229896047,0.672363233091504,0.170715845853322,0.772420985276831,0.980172049969886,0.606157351123317,0.398751956123705,0.829332058865982,0.794132466181368,0.835609065321038,0.985597039484581,0.969910531343762,0.773568032233672,0.993584872338611,0.999422392379728,0.950374129462043,0.762853693872936
"IRAK1",0.309627145135005,0.457260439497983,0.663277152281364,0.211992968754014,0.466995754041072,0.474641901859394,0.613193893394415,-0.115447703441484,-0.334025404973198,-0.390511314426741,-0.409081807940932,0.0258423828038289,0.000251084525335409,0.0010941872437459,0.169185621810031,0.00219770742417934,0.00182627823518635,0.000334990933620014,0.431890985059618,0.0455317004008763,0.0489172810115693,0.0181218233791144,0.0576999640877368,0.0013406966164136,0.00967671843687784,0.498745114294155,0.0164933776037082,0.006996617940827,0.0117792102657454,0.959451781224681,0.652184139028499,0.495891052988922,0.236706050780954,-0.237084117369052,0.239701143620018,0.230500468058029,0.108516296755216,0.0858226445100558,0.117229653291707,0.236782853834209,-0.00187630887652617,0.0583005925262698,0.00941507310871476,0.401773870382903,0.035922622306292,0.217079977532709,0.513601042393578,0.61634170819125,0.23539981781841,0.110132061266532,0.992005798080704,0.788211638185456,0.948774655372809,0.851663772031153,0.421563084832339,0.835609065321038,0.985597039484581,0.966341847191821,0.780638141015558,0.97228035876662,0.999422392379728,0.953715103603339,0.974114329562868
"IL10",0.443841828583485,-0.410296934764045,-0.025086824445661,0.00485628529895245,0.165714696876062,-0.548591616961232,0.6682514382618,-0.287610524511968,-0.594634931866513,-0.202138851327459,-0.692879821367058,0.169991530414812,0.0982504367093847,0.964102750757322,0.976729930565629,0.581146761520347,0.154268260678294,0.0669528821923765,0.335190495350053,0.0563604372750452,0.579465688394172,0.011857088625151,0.253197911091535,0.1379894470906,0.970964692043851,0.994297015647744,0.676808779877606,0.219939132352429,0.182189092888871,0.959451781224681,0.661874343575451,0.860033850601747,0.217851697711755,0.0331152643794522,-0.128992297876991,0.0944191187762023,-0.186117923808701,0.0131298937826051,0.258134578343165,-0.331776524579586,-0.0795653957983104,-0.0805443359483033,0.524051899716096,0.878816594322674,0.625870277360402,0.724012026717979,0.325769476936738,0.956796114154801,0.39729868306288,0.383077762601829,0.756262354548992,0.853651098421586,0.246052273458312,0.995863139971032,0.895347183190464,0.945518334296455,0.985597039484581,0.991838667862059,0.840484054648286,0.976462085782201,0.999422392379728,0.954291506392401,0.666342520466052
"IFNAR1",-0.0216658286273923,-0.0921418319890226,-0.164494026166836,0.0828217392717856,0.0407882790171036,-0.144745309054538,-0.102109207981383,0.0197785450349904,-0.454310769522347,-0.0557035253384732,-0.150428271050746,0.888084970147805,0.634455160478709,0.300700527388293,0.671257460557916,0.806698654183058,0.56644422014237,0.590737130792228,0.905041163199282,0.038932080289333,0.689654393341175,0.148527167557153,0.91226151198486,0.686618777879444,0.410112044582587,0.896065383669293,0.856644349470189,0.637390514116464,0.751364530400902,0.994567917304908,0.644369707505754,0.880816962127318,0.528719351178294,-0.200928043530375,-0.0266996543612376,-0.0453987046832923,0.144470600352671,-0.0853120303454808,-0.189664159852647,-0.0848450469052037,-0.231289842410892,-0.234780137426099,-0.226843144931709,0.393020835624758,0.910060076915007,0.876415350341867,0.584632997288761,0.721235619268509,0.568338719540848,0.796383565007755,0.523888611545946,0.430341226091079,0.491274470103968,0.851663772031153,0.969696649124639,0.972324260805229,0.985597039484581,0.973051192733901,0.895764777862619,0.999874676446854,0.999422392379728,0.925504671078065,0.783271408672806
"STAT6",0.150368130645696,-0.0125488651742903,0.351900835828762,0.0173629010443102,0.290731383666863,0.559917076597089,0.127507209814947,0.340285029436531,-0.015016842342458,0.170659038336503,-0.0184373783651582,0.27644577296654,0.867380550336534,0.00803658695263774,0.847640682358864,0.125525508020468,0.00899370122731167,0.505427973771856,0.0418513784588994,0.940464389958412,0.310319445659756,0.941904236968178,0.373432714794896,0.887771051519852,0.0313704014840894,0.955706426723341,0.21464482640358,0.0225240482064531,0.684383332906389,0.936246853326614,0.986861817778375,0.728800025906316,0.983438978737749,-0.0164725628346719,-0.118404630945559,-0.173855563682623,-0.156118238443367,0.0146265314383314,-0.0107126629740324,-0.00339661729331747,0.0467762884207855,-0.149961942594274,-0.131558361842333,0.911109522584775,0.458633996363014,0.37461482758751,0.340089212861776,0.896546865766617,0.908901367122839,0.984305547665323,0.432483766524801,0.349147453882827,0.217934454685007,0.995863139971032,0.794132466181368,0.850641391643154,0.985597039484581,0.980338618042941,0.982413103954417,0.999874676446854,0.999422392379728,0.913542292275883,0.648584024125592
