"","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"AMICA1",-0.39109385541718,-0.263467700308659,-0.117445980488597,-0.256674160534902,-0.284029336447613,-0.168676799837902,-0.339930345734529,0.0888519723570801,0.0875080453155352,0.520959937802772,0.0932884430064854,0.341425964874665,0.53457120025766,0.244264095976126,0.175840525796132,0.356636138730032,0.113802848676047,0.751173074559225,0.760584784662246,0.0453097451132397,0.829332058865982,0.713088915568489,0.923090332345339,0.985597039484581,0.878898182086205,0.840484054648286,0.97228035876662,0.999422392379728,0.951009965507351,0.463363752130165
"PSMB7",-0.0733107723430745,0.0501849303522721,0.0250858505254829,-0.0289071852196307,-0.0649241598173125,0.010141727883087,-0.186718044738558,-0.0553783011585196,0.0378575369797406,0.188723434750562,0.498027813945864,0.653444264752519,0.701838664548278,0.711086386861297,0.298182341736406,0.922430384715454,0.113833178885962,0.452770571768745,0.702257109809381,0.151202596949997,0.853667135406807,0.902071838658355,0.944505771782568,0.985597039484581,0.936318007262182,0.982413103954417,0.97228035876662,0.999422392379728,0.951009965507351,0.587440037460382
"REL",-0.30941722669762,0.0921761277790162,0.133970960164822,-0.0630338607093313,-0.0401368305851352,0.00671957463695592,-0.0756289493707751,-0.0421724816544892,-0.031712869999374,0.249530973422599,0.09380073715704,0.202172025436476,0.0989260454984697,0.538354274141344,0.486378141171172,0.944933496628431,0.544045625824738,0.793890528411974,0.814502202852853,0.0890995000194682,0.829332058865982,0.628732782401349,0.827091246397003,0.985597039484581,0.964187665358425,0.990430294614244,0.976462085782201,0.999422392379728,0.954291506392401,0.512177538895592
"TNFSF4",0.0956884773842177,0.169218740267359,-0.301502854458722,-0.162928037433495,0.187644430502789,0.0423540770377546,-0.299026441452236,-0.36368884738591,0.143043920112457,-0.176229286692983,0.486174701128474,0.362423664672381,0.103608250713619,0.466377878709458,0.324071432274268,0.822184560417071,0.102114861723633,0.038618021570666,0.402730519910694,0.291183401133727,0.853667135406807,0.724847329344763,0.827091246397003,0.985597039484581,0.936677785878165,0.976450618735228,0.97228035876662,0.999422392379728,0.925504671078065,0.714223087156291
"CD40LG",0.216351219494674,0.0259383805352568,-0.0540247710209088,0.292233610486203,0.343665333091581,0.228231067547651,0.129849946068021,0.0657603587420947,0.123937043973753,0.0329597465493897,0.461114561325406,0.911454430898602,0.768731500231094,0.232720588519652,0.0336848052730697,0.224524968561532,0.520155439345662,0.758891061376997,0.667579327931138,0.906341832258569,0.852903534774806,0.969696649124639,0.945518334296455,0.985597039484581,0.830837061267061,0.777885773517823,0.976462085782201,0.999422392379728,0.951009965507351,0.967070544488417
"HLA-DRB3",-0.153245112846335,-0.665773610592987,0.0604914129451892,-0.18641344480994,-0.377737892463064,0.0362809199580226,-0.0373773074773055,0.0670285116499596,-0.106521104490616,0.0862649479759787,0.564273992287786,0.0557362316043074,0.741524482937283,0.508571035826116,0.0620626254007955,0.80865820897183,0.833710528043872,0.74433856748279,0.761144018330088,0.687904951876352,0.882262650925102,0.457275604243889,0.945518334296455,0.985597039484581,0.842910902636484,0.971967707071112,0.999874676446854,0.999422392379728,0.951009965507351,0.880891861452523
"IL12RB1",-0.157981436930654,-0.104846439233523,-0.214614549119012,-0.139433721339441,-0.220828699939025,-0.168069072298798,-0.379287868310539,-0.0118817944848209,0.270347877900019,0.0136804540115424,0.528470509235387,0.681586741936565,0.217453618303059,0.575678260156722,0.451075864636977,0.474870958468844,0.154214827228541,0.961864755663299,0.342758920873357,0.957512136705409,0.873165785723496,0.907722617796247,0.835609065321038,0.985597039484581,0.964187665358425,0.85597758755849,0.976462085782201,0.999422392379728,0.91223034798254,0.9764898547302
"CREB5",0.197265062692372,0.609883831965234,0.575119152835106,0.163275250746255,-0.0486467667430692,0.406297874897275,0.019666904321945,0.495861007953316,0.935957299463297,1.00018897504907,0.587268017743522,0.0820032110785429,0.0321313919200144,0.539570330086473,0.896894020867383,0.107426846614258,0.941069131782865,0.155369109125409,0.0070728178133504,0.0103436922929536,0.885845518260847,0.500110512657439,0.827091246397003,0.985597039484581,0.980338618042941,0.728961031233773,0.999874676446854,0.999422392379728,0.855921200397625,0.367711989104922
"CD276",0.39255453445324,0.942295377980974,0.384709862134638,0.415666475488226,0.386925885349975,1.0285944204637,0.50269790414973,-0.0564615158235956,0.579773143875107,0.609319080289721,0.234073940018463,0.034546422660273,0.464292260991412,0.453144021533355,0.46975054131042,0.0154222150350905,0.289248685650144,0.911894227328636,0.262917736133427,0.209462669219506,0.829332058865982,0.416027132462011,0.864438880661643,0.985597039484581,0.964187665358425,0.663003192584927,0.976462085782201,0.999422392379728,0.86556571027551,0.648584024125592
"MAPK8",-0.128519045076858,0.112166115354392,0.0697782375711957,-0.146489096249223,0.102933016003366,0.131183249537156,-0.0124682903321786,-0.264608079915261,-0.398338759970839,-0.397547223895942,0.511790089907198,0.489052075888307,0.684067177737312,0.444652988919853,0.597471829834044,0.421270458379295,0.952378493851881,0.339700273660508,0.12918278858909,0.026068211642763,0.862122591927007,0.807007215605778,0.944505771782568,0.985597039484581,0.964187665358425,0.840484054648286,0.999874676446854,0.999422392379728,0.855921200397625,0.43395905264129
"ITGA5",-0.158267195468672,0.143982841742486,0.149656863467802,0.106242642982549,-0.0180250003742533,0.113085499788387,-0.0490297188680542,-0.16875493635553,-0.389306632775529,-0.204495132162404,0.430994387992267,0.437128969598118,0.176280160458557,0.483293739257023,0.894062717585031,0.365699049092925,0.736645387638937,0.334905641000278,0.16634239128832,0.102381032134105,0.851663772031153,0.79046324853845,0.835609065321038,0.985597039484581,0.980338618042941,0.840484054648286,0.988012534131844,0.999422392379728,0.855921200397625,0.512177538895592
"MAP4K2",0.131584014431055,-0.118926476022532,-0.165996434642846,-0.0549242694890156,0.0357475769499029,-0.111725277128874,-0.101883970639272,0.0627151604760574,0.00816046152124022,0.164399257306297,0.355940520867834,0.448023631514074,0.222362005806654,0.654633786533954,0.735578306925141,0.424758663077414,0.484831572942657,0.629571947741931,0.963952168123103,0.0845385168453992,0.851663772031153,0.791243907010647,0.835609065321038,0.985597039484581,0.973051192733901,0.840484054648286,0.976462085782201,0.999422392379728,0.984151992291096,0.512177538895592
"TXNIP",-0.0526648769583828,-0.355015123206701,-0.124996728389101,-0.175213440659823,-0.144915558101516,-0.0778630654767999,-0.0357304972792064,0.133699713313556,0.217611243098237,0.152195659973804,0.784833729630336,0.0531856932760932,0.31209100554259,0.265989554133489,0.314311698550909,0.652183630495584,0.82550458101082,0.588218444919642,0.169108109713465,0.506128516813533,0.949179254211048,0.457275604243889,0.835609065321038,0.985597039484581,0.936318007262182,0.944657957496635,0.999874676446854,0.999422392379728,0.855921200397625,0.791108145691804
"CREB1",-0.00270104742422426,0.0374716511908975,-0.141878693626932,-0.0842330192551575,0.00973335641952922,-0.0732162488381322,-0.0646596059598408,0.0523933473079793,-0.0878868045057664,0.0499265026406132,0.989474499965317,0.80065249311057,0.306289254435112,0.402350706210581,0.945393065758172,0.696004031472718,0.392054159558919,0.661651543605975,0.598690547180081,0.809938433530092,0.997011108060841,0.946732420307467,0.835609065321038,0.985597039484581,0.98908036084866,0.954285039426762,0.976462085782201,0.999422392379728,0.950374129462043,0.939247624853164
"MAP3K1",-0.14024607481289,-0.131981628948324,0.11289760256146,0.0452362889608458,-0.0623515489138835,0.0846479076186632,-1.44022937703557e-05,0.060500888561099,-0.0721604831791636,0.125044092939296,0.215742842578342,0.292287907395249,0.215457736651816,0.659111927932564,0.45267818150981,0.126608324815924,0.999874676446854,0.526594983417787,0.533724039524442,0.321838278401379,0.829332058865982,0.681508978137964,0.835609065321038,0.985597039484581,0.964187665358425,0.731227671896052,0.999874676446854,0.999422392379728,0.925504671078065,0.732333120225282
"IL18",-0.229637877141303,-0.218691892637259,-0.0441263178322997,0.0161041267549016,-0.225075265436467,0.0276652345611477,-0.0995369908166607,0.149033364330711,0.491029826967336,0.589966357127736,0.258344807208922,0.445631949816186,0.81286327351063,0.957477863950419,0.39352532552334,0.893467330856129,0.689353500898135,0.511769739945191,0.128680946823197,0.0277809169148419,0.829332058865982,0.791243907010647,0.954524092960615,0.997247550709708,0.948722476362504,0.982413103954417,0.976462085782201,0.999422392379728,0.855921200397625,0.439224857717255
"CX3CR1",-0.167837496548988,0.110780157456513,-0.121416109188851,-0.307160065569508,0.1406128397971,0.0301818958162265,-0.101752440852096,0.0129583391757929,0.0861235523490253,-0.219180166700523,0.608265018818693,0.615455419688388,0.610400981900516,0.137860144693775,0.562433057557087,0.921029916203467,0.707139180932571,0.965667006195913,0.735011757970598,0.569183970748344,0.888334150425461,0.888642264141907,0.923090332345339,0.985597039484581,0.964187665358425,0.982413103954417,0.976462085782201,0.999422392379728,0.951009965507351,0.823933829778933
"PVR",-0.714562368937729,-0.30857205538341,0.0260668502635781,-0.257406368485336,-0.271908897563751,0.144681100414153,0.0388803401318525,-0.00375765151846497,0.0505239422699616,0.319856651703505,0.0792489567693079,0.292591310401988,0.876839670230698,0.348643935233355,0.424357829162305,0.35451867309456,0.90502222453426,0.989866279713167,0.813357002372416,0.330540811896815,0.829332058865982,0.681508978137964,0.972324260805229,0.985597039484581,0.964187665358425,0.840484054648286,0.999874676446854,0.999422392379728,0.954291506392401,0.736559446982667
"MAPK14",4.9862195321726e-05,-0.0673983863398044,0.0613632930362588,0.0118457723722824,0.0610835047632214,0.0996457198854951,0.156005080237567,0.136063631969452,-0.0286460802999325,-0.105347318201244,0.999855059704471,0.67741499539236,0.70734944537809,0.943685258967637,0.609195055122067,0.516988875959158,0.238713520533642,0.467468771110165,0.848600523494312,0.515721317083964,0.999855059704471,0.907722617796247,0.944505771782568,0.997247550709708,0.964187665358425,0.889209240060453,0.976462085782201,0.999422392379728,0.954291506392401,0.791108145691804
"CYFIP2",-0.024388397683706,0.106029824336407,-0.0970265525321398,-0.13431188642737,-0.0141522662423135,-0.12520205195576,-0.124334686818013,-0.0731103144132259,-0.0854992641231129,0.128694919344937,0.938294606346355,0.520479459845108,0.404074535793166,0.387107530844749,0.944284972793029,0.526874313287975,0.405482358185198,0.709566001568247,0.743273577005879,0.552326294454464,0.997011108060841,0.822685268612783,0.853381295742284,0.985597039484581,0.98908036084866,0.892846890182616,0.976462085782201,0.999422392379728,0.951009965507351,0.809887778915095
"IL13",0.326076331590313,0.280255774592115,-0.119343510935039,0.569946127613784,0.302044071353638,0.145693069980217,0.341405537457675,0.649091903387748,0.851831413992832,0.677544022675655,0.284075739430784,0.408175708990324,0.719714491412541,0.14329521165453,0.417404595082612,0.655172763376404,0.14773164461825,0.0121150111287119,0.0611658155551068,0.0206798469498984,0.829332058865982,0.757467053404994,0.945518334296455,0.985597039484581,0.964187665358425,0.944657957496635,0.97228035876662,0.999422392379728,0.855921200397625,0.401058195700758
"FCGR2A",-0.535368240694511,0.0290581902945351,0.189779356036251,-0.183808765309934,-0.189551868332546,0.0439460167413267,-0.0316817807718548,0.126221043228176,0.253157276777625,0.330199183608926,0.137458684435768,0.907290300925017,0.29915177740181,0.46964474401649,0.300917868161296,0.797179476634752,0.875727225906019,0.582630677242699,0.26915117492666,0.100948479871309,0.829332058865982,0.969696649124639,0.835609065321038,0.985597039484581,0.936318007262182,0.971967707071112,0.999874676446854,0.999422392379728,0.86556571027551,0.512177538895592
"NFATC3",-0.24364917462118,0.0310453841978964,-0.073072390027094,-0.122743917437128,-0.0382336975569117,-0.107991312989889,-0.0965669856208098,-0.13859781169407,-0.245559506143477,-0.121345704189337,0.25209338716517,0.856744566540756,0.598083106029123,0.489097295800903,0.830712188144643,0.505445111422133,0.559902255774666,0.322151700476031,0.264201435105514,0.555767942951505,0.829332058865982,0.960294621558572,0.923090332345339,0.985597039484581,0.980338618042941,0.880252101738238,0.976462085782201,0.999422392379728,0.86556571027551,0.810674933227452
"DMBT1",0.664218609757859,0.320592760238489,0.0852182004124993,0.162325155483357,0.173244824138099,0.508254394035055,0.127856808399609,0.176972075556959,0.372330725105654,-0.224454314608162,0.108395525581881,0.375370150331771,0.857459137140991,0.706215888262907,0.713072156928725,0.16044528363771,0.811907940341013,0.63054106897536,0.429387061561898,0.687181911692504,0.829332058865982,0.73027724237332,0.972324260805229,0.985597039484581,0.973051192733901,0.773568032233672,0.999874676446854,0.999422392379728,0.925504671078065,0.880891861452523
"BCL2",0.383233261753783,-0.353065651841744,-0.230278777542563,0.0733487195973666,0.0470843811791461,-0.087945373008985,-0.217972234992226,0.206283429348251,0.32189229377432,0.390146902476329,0.163873365455074,0.186525662334957,0.252004464584322,0.764516457318529,0.812918424691911,0.657588754865148,0.460766395169039,0.423347080628845,0.273864638007917,0.0415257765343751,0.829332058865982,0.606187287736807,0.835609065321038,0.985597039484581,0.980338618042941,0.944657957496635,0.976462085782201,0.999422392379728,0.867257689906337,0.46085469644032
"IFNG",0.186055518287836,0.0334927996888963,-0.482637327036063,-0.339955212557275,0.0373902814568535,-0.732715851837448,-0.455658875130313,0.0875845216151145,0.492969722067493,0.235826188364491,0.626742965211953,0.917144124506945,0.0448055870788927,0.240687108880226,0.906637929702148,0.0421942762458199,0.173505447801875,0.685123440321601,0.0598914217949783,0.354251427755011,0.894068915952679,0.969696649124639,0.827091246397003,0.985597039484581,0.980338618042941,0.663003192584927,0.976462085782201,0.999422392379728,0.855921200397625,0.756627577771079
"KLRD1",-0.202768503541005,0.628952902654696,0.100717954622344,0.116452812805341,0.53199616866567,0.0641332850542698,-0.0502046943177587,-0.081949684735013,-0.00865508268476061,-0.192372864262345,0.462364288286694,0.00790395976913032,0.610439409604968,0.615077975609375,0.0399901821974428,0.761423165757475,0.860585781669546,0.595647246845452,0.983074062179593,0.529160719933421,0.852903534774806,0.373245874658575,0.923090332345339,0.985597039484581,0.842910902636484,0.968244741048395,0.999874676446854,0.999422392379728,0.98831246748428,0.798903437136237
"TBX21",-0.17726995686026,0.0242995582065676,-0.107939145130008,-0.0950478976567737,0.272610577213593,-0.138594789084868,-0.350917221850705,-0.315669743505685,0.0232265282608509,-0.267569876777013,0.251515552551542,0.811709952170861,0.347213837233729,0.399751228590483,0.000398364138535559,0.251583815100275,0.134535070494001,0.0524230047588365,0.907766291839151,0.0631131023979307,0.829332058865982,0.951196341467303,0.850641391643154,0.985597039484581,0.112737051205563,0.780638141015558,0.97228035876662,0.999422392379728,0.962811425651578,0.502553821523243
"CD4",-0.380741047808461,-0.438315346191776,0.0731302854578603,-0.237458055252412,-0.369029822427185,-0.125513492958304,-0.27209186661294,0.046022577771677,-0.0428200178549808,0.323124569639304,0.185948561100876,0.210499349936105,0.702434277811845,0.195530921081796,0.0681638168834218,0.520042382393496,0.249344401785376,0.803535541916221,0.852064348826375,0.0713090160279234,0.829332058865982,0.633423946538288,0.944505771782568,0.985597039484581,0.842910902636484,0.889209240060453,0.976462085782201,0.999422392379728,0.954291506392401,0.510897507238034
"TNFRSF10B",-0.0882844967803669,-0.0358869610241536,-0.0614354555621057,0.149660826870428,-0.0252561371602254,-0.0174882896917175,0.054723384356929,-0.010071625634365,0.0374891180381022,0.0908657058088761,0.573330541722001,0.764988320228271,0.565751973133299,0.3767664067656,0.858988535067583,0.88478636108736,0.585847741970998,0.905736239640684,0.772398721557672,0.551220465957801,0.885845518260847,0.937193483223379,0.923090332345339,0.985597039484581,0.980338618042941,0.982413103954417,0.976462085782201,0.999422392379728,0.953715103603339,0.809887778915095
"PAX5",-0.106061550924059,-0.345379173131068,-0.472745138611555,-0.412894874436871,-0.443723125697533,-0.234376939604426,-0.682103004143146,-0.257625578235045,-0.0713572280863203,0.0209473212589772,0.472397105941813,0.279321505547235,0.0785976209087479,0.0698795018773502,0.0774405776273801,0.246400349216469,0.0560708679807206,0.458060217243165,0.745237982606112,0.907269362408744,0.853667135406807,0.681006310565548,0.827091246397003,0.985597039484581,0.842910902636484,0.780638141015558,0.97228035876662,0.999422392379728,0.951009965507351,0.967070544488417
"TAPBP",-0.0268139637174853,-0.522389323899357,-0.108044537043194,-0.11952126044005,-0.20419919469841,-0.126863024896497,-0.092174650073952,-0.0385816968819482,0.115806713315101,0.0544328203086617,0.915575866902507,0.0247210919479548,0.608356962076949,0.651478397849109,0.297173647879303,0.440423932108907,0.649841819424364,0.826988797387777,0.67528622083145,0.795805900339975,0.995863139971032,0.373245874658575,0.923090332345339,0.985597039484581,0.936318007262182,0.842005457986079,0.976462085782201,0.999422392379728,0.951009965507351,0.938116273227929
"CXCL1",-0.442039759552786,0.905689325869913,0.397487980290823,0.277979465226385,0.641906530701925,0.529187973731713,-0.000309059751996072,-0.303427375751349,-0.164180811631595,-0.198731151933321,0.494137438492203,0.0218006865619167,0.213606020086329,0.434623909830631,0.194576822612097,0.208558832545795,0.999536334007968,0.388351780229099,0.531477791742979,0.68471483861516,0.853667135406807,0.373245874658575,0.835609065321038,0.985597039484581,0.880215769603307,0.773568032233672,0.999874676446854,0.999422392379728,0.925504671078065,0.880891861452523
"C2",-0.0956410781420744,-0.506534849221601,-0.0511301893211994,-0.218912121724648,-0.0733402204944627,0.0068418354736531,-0.16271132504864,-0.467799057478225,-0.000474084746000646,-0.497553067035778,0.822657656773891,0.0528691641071945,0.869223695343919,0.599322859249793,0.774218177537784,0.982400276295096,0.579390159915606,0.00912587120065652,0.99872786733867,0.253746978774571,0.961707980451657,0.457275604243889,0.972324260805229,0.985597039484581,0.980338618042941,0.991595076299428,0.976462085782201,0.999422392379728,0.999371735547498,0.677456556539656
"FYN",0.139741650828597,-0.237492927664657,-0.142038045347862,-0.150767705824269,0.0908247947681378,-0.0253917964496927,-0.0602847672440997,-0.175217461869459,-0.354082765714211,-0.432742178250306,0.65703322084034,0.220145374115366,0.47802916997743,0.432709669984351,0.583279586853503,0.856467034227177,0.704659554603624,0.426551487327951,0.0719584270554983,0.0370185755413758,0.916002588965208,0.6442232113207,0.875613301641506,0.985597039484581,0.964187665358425,0.981015986915499,0.976462085782201,0.999422392379728,0.855921200397625,0.445676156456789
"BIRC5",0.309726458362024,0.424704083948852,0.226388274920476,0.47179268804477,0.581293728387496,0.543378771893925,0.526214490232277,0.0993996567869408,0.829569700893536,0.384532897780507,0.390192132803971,0.290952027470438,0.296853225374634,0.124794963492306,0.0902274108233651,0.0917909152894353,0.111881814072693,0.787808961692226,0.0467551238344972,0.462294140951691,0.851663772031153,0.681508978137964,0.835609065321038,0.985597039484581,0.871115186263522,0.728961031233773,0.97228035876662,0.999422392379728,0.855921200397625,0.776436147375604
"ADA",-0.756418198887595,-0.234038202536672,-0.0681217439470093,-0.204465753969025,-0.222255810695993,0.0216992670621912,-0.144698542305779,-0.375762604441042,-0.232626383392397,0.0892911814977024,0.0516913112876935,0.359803555098817,0.692039430937235,0.186312008825654,0.174985357286985,0.884875075558718,0.700660115254107,0.293126613660909,0.0878988536286032,0.847944071943097,0.829332058865982,0.724847329344763,0.944505771782568,0.985597039484581,0.878898182086205,0.982413103954417,0.976462085782201,0.999422392379728,0.855921200397625,0.948809110362996
"CD7",0.0837364855494589,-0.317612245025554,-0.214594904964756,-0.0474281589275342,0.242402907924109,-0.144290940360609,-0.17260647694559,-0.201972395209932,0.0305060859762701,-0.297382735507415,0.760206518420028,0.094543860166689,0.360476312826617,0.803927388787109,0.180114936441681,0.374609014864914,0.31359368885202,0.267389004884588,0.878343471578008,0.136823148924396,0.945663493243375,0.500110512657439,0.850641391643154,0.985597039484581,0.878898182086205,0.840484054648286,0.976462085782201,0.999422392379728,0.956043086371447,0.573921266760931
"NFATC1",0.107799681399977,0.0565886326843875,0.0944985301624048,0.0847132228240931,0.139939097764509,-0.0324986616089314,0.0667025860823526,0.0538246833555641,-0.0879644979817655,-0.0911434345952193,0.539154320667648,0.692472378801215,0.603423165277257,0.632780650031226,0.432490968140321,0.849195017794907,0.726333157190835,0.767926380443161,0.677450742471722,0.679786504395359,0.873165785723496,0.911486898608111,0.923090332345339,0.985597039484581,0.964187665358425,0.980906898105954,0.980401514431503,0.999422392379728,0.951009965507351,0.880891861452523
"CCL22",-0.00484594469346573,0.741593819915245,-0.119183459535804,0.527216591803814,0.144240759375286,0.549496697659314,0.129434985508682,0.0267685636101659,-0.0898869355560872,-0.143244384732307,0.991738309287606,0.0891240159569094,0.747039764814015,0.240496543387712,0.775126423995918,0.213583578837516,0.688669699429526,0.943222771222419,0.860798653235356,0.786006481003894,0.997011108060841,0.500110512657439,0.945518334296455,0.985597039484581,0.980338618042941,0.773568032233672,0.976462085782201,0.999422392379728,0.954291506392401,0.938116273227929
"TP53",-0.134295262039089,-0.176135157225946,-0.117048324705553,-0.0524593876024547,-0.0612605872420534,-0.0105695316137561,-0.0317796016085653,0.0138674178453597,-0.0532396691807986,0.111596559823042,0.651007899843403,0.305687432834648,0.249470562087567,0.752313750355843,0.7026428093927,0.954943910714135,0.882174324118156,0.926644414675329,0.802584202616972,0.641348386805651,0.916002588965208,0.697657608808108,0.835609065321038,0.985597039484581,0.972361442827061,0.990823453540776,0.999874676446854,0.999422392379728,0.954291506392401,0.856655065974554
"FEZ1",-0.39705369828192,-0.0583959085777787,-0.669884811664983,-0.583469008957634,-0.21663995817298,-0.267544101341533,-0.784988158820629,-0.595544037752306,-0.231701768882794,-0.411265243533146,0.0603781705286344,0.837026232085503,0.0246746141111671,0.0696256318684929,0.285835515651131,0.261427038034573,0.0310888496833962,0.0265757880464793,0.535726297833869,0.394640900063233,0.829332058865982,0.958119260800199,0.827091246397003,0.985597039484581,0.933345290290352,0.781768047591363,0.97228035876662,0.999422392379728,0.925504671078065,0.762418726513121
"POU2F2",-0.526710490206423,-0.233628773085834,-0.0885090621330403,-0.1949776850837,-0.181103359475634,-0.0274936685219362,-0.112511502951153,-0.0904003046107361,-0.419527763010592,-0.0849321588049414,0.0220883677551382,0.28431983490059,0.570254408561891,0.440169667076208,0.271861987690284,0.883397431564645,0.614365365382556,0.697820545662876,0.0904503388098178,0.4601334551527,0.829332058865982,0.681006310565548,0.923090332345339,0.985597039484581,0.933345290290352,0.982413103954417,0.976462085782201,0.999422392379728,0.855921200397625,0.776436147375604
"PSMB9",-0.0941935053161409,-0.284065212724829,-0.324628463207235,-0.382072098888582,-0.0201381389359514,-0.22494984788053,-0.410425374464702,-0.21342343282916,-0.042985995474936,-0.178491614302962,0.504500682908762,0.316002463108818,0.0268204130027829,0.0561640601438775,0.878118105826413,0.0563962745370991,0.0101045268754198,0.227217132122473,0.824238859362863,0.158568973942748,0.853667135406807,0.705120054508029,0.827091246397003,0.985597039484581,0.980338618042941,0.667831052431898,0.861111860216659,0.999422392379728,0.954291506392401,0.592113151411835
"TARP",-0.320816623245656,0.0265243663752779,-0.106905550447393,-0.0532448612989315,0.282366857103061,0.0312517971330342,-0.295366845299294,-0.151422167514706,-0.205724051572816,-0.327837958035404,0.279839766096907,0.882472732636019,0.383824768327374,0.716550999772937,0.0672650834039237,0.805581270533848,0.062038966804659,0.348054467322652,0.227275497623565,0.0233832516928004,0.829332058865982,0.968370639663068,0.850641391643154,0.985597039484581,0.842910902636484,0.971967707071112,0.97228035876662,0.999422392379728,0.86556571027551,0.401058195700758
"PNMA1",0.0573066893389401,0.208263131588565,0.097878789673985,0.101250070506279,0.106962783153526,-0.0307467891813248,0.100256298579613,-0.0829916836670832,-0.192615635868468,0.0196989605597077,0.840888899532829,0.353552388608352,0.637546169001744,0.562765889416189,0.626532646204099,0.90133188436466,0.701487443730773,0.554670012191046,0.294447722474517,0.929474291946568,0.975293272818814,0.719822489037149,0.923090332345339,0.985597039484581,0.969910531343762,0.982413103954417,0.976462085782201,0.999422392379728,0.899426151917665,0.971248832652611
"BTK",-0.0993365536708775,0.140458307380851,-0.0303859832965764,-0.114170976428367,-0.0304194463332563,0.0737245545930611,-0.163753326102491,0.190104511733395,0.207531817396233,0.328359302695067,0.71672192964393,0.64575690295321,0.882060370352452,0.610403274297229,0.919019692579019,0.799505835928623,0.371701648881149,0.622020401057915,0.404365130376954,0.0712833021098104,0.938825725477138,0.900055186337753,0.972324260805229,0.985597039484581,0.980338618042941,0.971967707071112,0.976462085782201,0.999422392379728,0.925504671078065,0.510897507238034
"ICAM2",0.204473597603509,0.214679896079944,-0.0125108757835355,-0.0404001860421749,0.179008716624078,0.219692052433402,0.0289251519344523,-0.00624869890433639,0.0692412749479637,0.024746823333992,0.45932903126125,0.270834111044029,0.956246012923007,0.758035783755962,0.0985748742147238,0.0411042756974508,0.861789684639574,0.970662001682929,0.654456579964394,0.912880063692425,0.852903534774806,0.681006310565548,0.976668746343485,0.985597039484581,0.871115186263522,0.663003192584927,0.999874676446854,0.999422392379728,0.951009965507351,0.971222022650212
"CD99",-0.122630664108062,-0.197304576995892,-0.0274508769341342,-0.0312051736246248,-0.0651342884085769,-0.0662673082508597,-0.078420690210783,-0.00741871683788098,0.106426402017976,0.085188057322498,0.400703407544093,0.211514356706248,0.767588834685337,0.798840024613114,0.588219675100272,0.522351886388523,0.360172036833449,0.946007640900214,0.33039250550755,0.484160806498387,0.851663772031153,0.633423946538288,0.945518334296455,0.985597039484581,0.964187665358425,0.889209240060453,0.976462085782201,0.999422392379728,0.91223034798254,0.781279044512883
"MR1",-0.0725694667548468,0.279465780503062,0.294216896580232,0.120469307915697,0.254702119317674,0.189553249342131,0.0223608824785459,-0.0386573914000656,0.30084209374824,0.199709676980938,0.787739153474697,0.264835713420616,0.0378236377546231,0.466998007871356,0.176885239674764,0.37862573715459,0.925509223386765,0.898945852639446,0.221257872292486,0.508581369711796,0.950661750248782,0.681006310565548,0.827091246397003,0.985597039484581,0.878898182086205,0.840484054648286,0.999874676446854,0.999422392379728,0.86556571027551,0.791108145691804
"HLA-G",-0.025793886883786,0.223047734191833,0.055172426052934,-0.190519648981056,-0.028276798813829,-0.104219720605289,-0.313778692255156,-0.278024495037006,-0.130256567021898,-0.0506202188128645,0.931137001661614,0.218290384897028,0.744264532920669,0.340109905354311,0.857456781090271,0.576926226581095,0.156830913348052,0.0617596739700302,0.578302383952604,0.801962233390381,0.996263786276887,0.6442232113207,0.945518334296455,0.985597039484581,0.980338618042941,0.895764777862619,0.976462085782201,0.999422392379728,0.940959119341059,0.939247624853164
"TNFRSF1B",-0.414655869048978,-0.0149594701102827,0.210821393557285,-0.0213851963581289,-0.144561313993017,0.194800665880422,0.207731351147096,-0.152204534825766,-0.154028043834316,-0.105108054405185,0.347290033717555,0.918876277071789,0.369766720076814,0.942222724922007,0.589235947402921,0.393221338449573,0.436007626831602,0.60926272334298,0.523186245296516,0.75255715270164,0.851663772031153,0.969696649124639,0.850641391643154,0.997247550709708,0.964187665358425,0.840484054648286,0.976462085782201,0.999422392379728,0.925504671078065,0.922105866372826
"HLA-DRB4",-0.448138691501842,-0.185168658870527,0.0513989941426794,0.0231427065191907,-0.343482654304965,0.272615155632465,-0.0684376743722213,0.137636449376037,-1.44626800442501,0.275179820631153,0.226495979692515,0.59664359009048,0.898181052292227,0.941335002949005,0.131516463787545,0.334193517554396,0.842861420948695,0.504382018637429,0.0912853525516878,0.413335743648285,0.829332058865982,0.868348828643131,0.97388979999502,0.997247550709708,0.872198138865918,0.840484054648286,0.999874676446854,0.999422392379728,0.855921200397625,0.76764715439974
